PT Sembodo Rental Indonesia,,,,
Sales by Customer,,,,
01/07/2025 - 05/11/2025,,,,
(in IDR),,,,
,,,,
Customer / Date,No,Product,Description,Qty
01/07/2025,11278,Mitsubishi Xpander Ultimate - B 1491 DZY,Sewa tanpa pengemudi bulan Juli - November 2025,5
01/07/2025,11278,Mitsubishi Xpander Ultimate - B 1493 DZY,Sewa tanpa pengemudi bulan Juli - November 2025,5
01/07/2025,11278,Mitsubishi Xpander Ultimate - B 1495 DZY,Sewa tanpa pengemudi bulan Juli - November 2025,5
01/07/2025,11278,Mitsubishi Xpander Ultimate - B 1497 DZY,Sewa tanpa pengemudi bulan Juli - November 2025,5
01/07/2025,11278,Mitsubishi Xpander Ultimate - B 1123 DZZ,Sewa tanpa pengemudi bulan Juli - November 2025,5
01/07/2025,11278,Mitsubishi Xpander Ultimate - B 1125 DZZ,Sewa tanpa pengemudi bulan Juli - November 2025,5
01/07/2025,11278,Mitsubishi Xpander Ultimate,Sewa tanpa pengemudi bulan Juli - November 2025,5
01/07/2025,11278,Mitsubishi Xpander Ultimate,Sewa tanpa pengemudi bulan Juli - November 2025,5
01/07/2025,11278,Mitsubishi Xpander Ultimate,Sewa tanpa pengemudi bulan Juli - November 2025,5
01/07/2025,11278,Mitsubishi Xpander Ultimate,Sewa tanpa pengemudi bulan Juli - November 2025,5
01/07/2025,11278,Mitsubishi Xpander Ultimate,Sewa tanpa pengemudi bulan Juli - November 2025,5
01/07/2025,11278,Mitsubishi Xpander Ultimate,Sewa tanpa pengemudi bulan Juli - November 2025,5
01/07/2025,11278,Mitsubishi Xpander Ultimate,Sewa tanpa pengemudi bulan Juli - November 2025,5
01/07/2025,11278,Mitsubishi Xpander Ultimate,Sewa tanpa pengemudi bulan Juli - November 2025,5
01/07/2025,11278,Mitsubishi Xpander Ultimate,Sewa tanpa pengemudi bulan Juli - November 2025,5
01/07/2025,11278,Mitsubishi Xpander Ultimate,Sewa tanpa pengemudi bulan Juli - November 2025,5
,,,,
SEKRETARIAT JENDERAL KEMENTERIAN PERTANIAN SEKRETARIAT JENDERAL KEMENTERIAN PERTANIAN,,,,
22/07/2025,11367,Toyota Innova Zenix,Sewa tanpa pengemudi  bulan Juni 2025,1
22/07/2025,11368,Mitsubishi Xpander Ultimate,Sewa tanpa pengemudi bulan Juni 2025,1
22/07/2025,11368,Mitsubishi Xpander Ultimate,Sewa tanpa pengemudi bulan Juni 2025,1
04/08/2025,11548,Toyota Innova Zenix,Sewa tanpa pengemudi bulan Juli 2025,1
04/08/2025,11549,Mitsubishi Xpander Ultimate,Sewa tanpa pengemudi bulan Juli 2025 (2 Unit) ,2
02/09/2025,11884,Toyota Innova Zenix,sewa tanpa pengemudi bulan Agustus 2025,1
08/09/2025,11885,Mitsubishi Xpander Ultimate,sewa tanpa pengemudi bulan Agustus 2025 ,1
08/09/2025,11885,Mitsubishi Xpander Ultimate,sewa tanpa pengemudi bulan Agustus 2025,1
,,,,
Sekretariat Kemenko Bidang PMK Kementerian Koordinator Bidang Pembangunan Manusia Dan Kebudayaan Kementerian Koordinator Bidang Pembangunan Manusia Dan Kebudayaan,,,,
01/07/2025,11277,Toyota Alphard G - B 1058 DZG,Sewa tanpa pengemudi bulan Juli - Oktober 2025,4
,,,,
Sekretariat Utama Kementerian Lingkungan Hidup/ BPLH Sekretariat Utama Kemneterian Lingkungan Hidup/ Badan Pengendalian Lingkungan Hidup,,,,
19/09/2025,11838,Toyota Innova Zenix V - B 1145 DZE,Sewa tanpa pengemudi bulan 19 September 2025 - 10 Juni 2026,10
,,,,
Trix Rent Car,,,,
14/07/2025,11302,Honda HRV - B 1227 DOV,Sewa Kendaraan Lepas Kunci Harian Tanggal 12 - 13 Juli 2025,2
,,,,
YAY. NEXT AKADEMI,,,,
05/07/2025,11261,Toyota Innova Zenix Q - B 1714 DOP,Sewa Kendaraan Dengan Pengemudi 18 Jam Dalam Kota Tanggal 11-12 Juli 2025,2
05/07/2025,11261,Toyota Innova Zenix,Sewa Kendaraan Dengan Pengemudi 18 Jam Dalam Kota Tanggal 11-12 Juli 2025,2
05/07/2025,11261,Toyota Innova Zenix,Q Hybrid Sewa Kendaraan Dengan Pengemudi 12 Jam Dalam Kota Tanggal 10 Juli 2025,1
05/07/2025,11261,Toyota Innova Zenix,Q Hybrid  Sewa Kendaraan Dengan Pengemudi 12 Jam Dalam Kota Tanggal 10 Juli 2025,1
,,,,
Zahra Rentcar,,,,
01/08/2025,11503,Honda HRV - B 1108 DOU,Sewa Lepaskunci Harian tanggal 30 Juli - 6 Agustus 2025,8
